Latitude (decimal degrees):	38.246
Longitude (decimal degrees):	-0.807
Elevation (m):	120
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190119:0910,458.04,537.7,17.29,6.94,2.83,0.0
20190119:1010,625.26,739.22,24.62,9.46,4.0,0.0
20190119:1110,710.98,858.43,29.54,11.43,3.72,0.0
20190119:1210,727.7,897.08,31.4,13.03,2.9,0.0
20190119:1310,704.51,880.51,29.93,14.12,2.07,0.0
20190119:1410,646.86,808.15,25.35,14.72,1.66,0.0
20190119:1510,461.67,566.74,18.27,14.9,1.93,0.0
20190119:1610,241.97,307.62,9.38,14.38,2.28,0.0
20190119:1710,0.0,0.0,0.0,12.85,2.28,0.0
20190119:1810,0.0,0.0,0.0,11.41,2.69,0.0
20190119:1910,0.0,0.0,0.0,10.93,1.93,0.0
20190119:2010,0.0,0.0,0.0,10.05,1.59,0.0
20190119:2110,0.0,0.0,0.0,9.62,1.1,0.0
20190119:2210,0.0,0.0,0.0,9.54,0.76,0.0
20190119:2310,0.0,0.0,0.0,8.17,1.31,0.0
20190120:0010,0.0,0.0,0.0,7.69,1.38,0.0
20190120:0110,0.0,0.0,0.0,7.5,1.38,0.0
20190120:0210,0.0,0.0,0.0,7.64,1.1,0.0
20190120:0310,0.0,0.0,0.0,7.45,1.17,0.0
20190120:0410,0.0,0.0,0.0,6.91,1.24,0.0
20190120:0510,0.0,0.0,0.0,6.14,1.38,0.0
20190120:0610,0.0,0.0,0.0,5.53,1.45,0.0
20190120:0710,0.0,0.0,0.0,4.65,1.66,0.0
20190120:0810,28.0,46.74,8.32,5.24,1.52,0.0
20190120:0910,469.24,562.46,17.42,8.78,1.45,0.0
20190120:1010,509.0,615.38,24.78,11.85,1.93,0.0
20190120:1110,297.67,362.42,29.72,13.81,3.17,0.0
20190120:1210,121.06,159.87,31.61,14.7,3.86,0.0
20190120:1310,62.34,90.81,30.15,14.88,3.72,0.0
20190120:1410,30.15,51.08,25.58,14.7,3.72,0.0
20190120:1510,141.14,182.15,18.49,14.49,3.59,0.0
20190120:1610,22.19,40.68,9.58,14.44,2.76,0.0
20190120:1710,0.0,0.0,0.0,13.57,0.9,0.0
20190120:1810,0.0,0.0,0.0,12.56,0.48,0.0
20190120:1910,0.0,0.0,0.0,11.58,0.55,0.0
20190120:2010,0.0,0.0,0.0,9.51,1.31,0.0
20190120:2110,0.0,0.0,0.0,7.03,1.86,0.0
20190120:2210,0.0,0.0,0.0,6.33,2.21,0.0
20190120:2310,0.0,0.0,0.0,5.92,2.48,0.0
20190121:0010,0.0,0.0,0.0,5.69,2.69,0.0
20190121:0110,0.0,0.0,0.0,5.84,2.9,0.0
20190121:0210,0.0,0.0,0.0,5.97,2.97,0.0
20190121:0310,0.0,0.0,0.0,6.0,2.97,0.0
20190121:0410,0.0,0.0,0.0,5.71,2.83,0.0
20190121:0510,0.0,0.0,0.0,5.28,2.69,0.0
20190121:0610,0.0,0.0,0.0,4.75,2.55,0.0
20190121:0710,0.0,0.0,0.0,4.65,2.55,0.0
20190121:0810,244.2,300.15,8.43,4.77,2.41,0.0
20190121:0910,473.0,558.15,17.56,7.4,2.48,0.0
20190121:1010,637.98,759.79,24.95,9.94,3.52,0.0
20190121:1110,714.93,868.76,29.92,11.72,3.31,0.0
20190121:1210,722.37,892.88,31.83,12.93,2.62,0.0
20190121:1310,641.87,792.12,30.38,13.73,2.28,0.0
20190121:1410,438.98,530.47,25.8,14.21,3.1,0.0
20190121:1510,362.88,440.09,18.71,14.49,3.17,0.0
20190121:1610,188.48,242.72,9.79,14.24,1.59,0.0
20190121:1710,0.0,0.0,0.0,13.13,0.34,0.0
20190121:1810,0.0,0.0,0.0,11.48,0.14,0.0
20190121:1910,0.0,0.0,0.0,10.36,0.55,0.0
20190121:2010,0.0,0.0,0.0,9.28,0.62,0.0
20190121:2110,0.0,0.0,0.0,8.29,1.03,0.0
20190121:2210,0.0,0.0,0.0,6.29,1.66,0.0
20190121:2310,0.0,0.0,0.0,4.34,2.14,0.0
20190122:0010,0.0,0.0,0.0,3.53,2.28,0.0
20190122:0110,0.0,0.0,0.0,2.96,2.41,0.0
20190122:0210,0.0,0.0,0.0,2.93,2.69,0.0
20190122:0310,0.0,0.0,0.0,3.19,2.9,0.0
20190122:0410,0.0,0.0,0.0,3.42,3.1,0.0
20190122:0510,0.0,0.0,0.0,3.63,3.31,0.0
20190122:0610,0.0,0.0,0.0,3.91,3.79,0.0
20190122:0710,0.0,0.0,0.0,3.92,3.45,0.0
20190122:0810,87.73,117.6,8.55,4.49,3.38,0.0
20190122:0910,43.12,65.27,17.7,6.6,3.38,0.0
20190122:1010,187.89,230.27,25.12,9.08,4.48,0.0
20190122:1110,180.07,224.0,30.12,11.06,4.48,0.0
20190122:1210,152.23,193.96,32.06,12.8,5.03,0.0
20190122:1310,230.48,283.53,30.62,13.7,5.17,0.0
20190122:1410,205.3,254.88,26.04,14.05,4.9,0.0
20190122:1510,74.85,105.31,18.93,14.23,4.9,0.0
20190122:1610,0.0,0.0,0.0,14.01,4.55,0.0
20190122:1710,0.0,0.0,0.0,13.25,3.72,0.0
20190122:1810,0.0,0.0,0.0,12.37,3.86,0.0
20190122:1910,0.0,0.0,0.0,10.89,4.55,0.0
20190122:2010,0.0,0.0,0.0,10.43,4.9,0.0
20190122:2110,0.0,0.0,0.0,9.97,4.83,0.0
20190122:2210,0.0,0.0,0.0,9.59,4.76,0.0
20190122:2310,0.0,0.0,0.0,9.55,4.83,0.0
20190123:0010,0.0,0.0,0.0,9.64,4.83,0.0
20190123:0110,0.0,0.0,0.0,9.46,5.03,0.0
20190123:0210,0.0,0.0,0.0,9.25,5.45,0.0
20190123:0310,0.0,0.0,0.0,9.21,5.86,0.0
20190123:0410,0.0,0.0,0.0,9.28,6.21,0.0
20190123:0510,0.0,0.0,0.0,9.42,6.14,0.0
20190123:0610,0.0,0.0,0.0,9.36,5.86,0.0
20190123:0710,0.0,0.0,0.0,9.62,5.45,0.0
20190123:0810,233.18,291.27,8.67,9.99,5.59,0.0
20190123:0910,448.47,530.71,17.85,11.3,4.97,0.0
20190123:1010,638.63,756.47,25.3,12.85,6.28,0.0
20190123:1110,682.77,816.92,30.33,14.5,6.69,0.0
20190123:1210,712.03,853.55,32.29,15.6,7.86,0.0
20190123:1310,540.75,643.08,30.86,16.27,9.52,0.0
20190123:1410,307.5,372.1,26.27,16.43,8.76,0.0
20190123:1510,192.56,241.53,19.16,16.75,8.28,0.0
20190123:1610,167.94,217.14,10.21,16.31,7.45,0.0
20190123:1710,0.0,0.0,0.0,15.24,6.14,0.0
20190123:1810,0.0,0.0,0.0,14.24,5.24,0.0
20190123:1910,0.0,0.0,0.0,15.23,6.14,0.0
20190123:2010,0.0,0.0,0.0,15.03,6.14,0.0
20190123:2110,0.0,0.0,0.0,14.71,5.79,0.0
20190123:2210,0.0,0.0,0.0,14.29,5.38,0.0
20190123:2310,0.0,0.0,0.0,13.9,4.97,0.0
20190124:0010,0.0,0.0,0.0,13.46,4.83,0.0
20190124:0110,0.0,0.0,0.0,13.18,4.83,0.0
20190124:0210,0.0,0.0,0.0,12.86,4.69,0.0
20190124:0310,0.0,0.0,0.0,12.71,4.62,0.0
20190124:0410,0.0,0.0,0.0,12.41,4.62,0.0
20190124:0510,0.0,0.0,0.0,12.2,4.69,0.0
20190124:0610,0.0,0.0,0.0,12.15,4.9,0.0
20190124:0710,0.0,0.0,0.0,13.57,5.31,0.0
20190124:0810,91.22,126.25,8.8,13.84,4.9,0.0
20190124:0910,87.7,120.65,18.0,14.74,4.14,0.0
20190124:1010,173.07,219.6,25.48,15.62,5.24,0.0
20190124:1110,112.4,150.41,30.54,15.91,4.55,0.0
20190124:1210,113.55,152.3,32.53,16.92,5.1,0.0
20190124:1310,47.72,73.79,31.11,17.46,5.38,0.0
20190124:1410,82.13,115.41,26.52,17.44,5.59,0.0
20190124:1510,217.5,272.01,19.39,17.66,5.86,0.0
20190124:1610,118.14,159.12,10.43,17.17,5.24,0.0
20190124:1710,0.0,0.0,0.0,16.35,4.48,0.0
20190124:1810,0.0,0.0,0.0,15.51,4.0,0.0
20190124:1910,0.0,0.0,0.0,15.63,2.9,0.0
20190124:2010,0.0,0.0,0.0,14.89,3.03,0.0
20190124:2110,0.0,0.0,0.0,14.06,2.48,0.0
20190124:2210,0.0,0.0,0.0,13.0,2.41,0.0
20190124:2310,0.0,0.0,0.0,12.21,2.62,0.0
20190125:0010,0.0,0.0,0.0,11.63,2.83,0.0
20190125:0110,0.0,0.0,0.0,11.23,2.97,0.0
20190125:0210,0.0,0.0,0.0,11.04,3.1,0.0
20190125:0310,0.0,0.0,0.0,11.02,3.45,0.0
20190125:0410,0.0,0.0,0.0,11.07,3.72,0.0
20190125:0510,0.0,0.0,0.0,11.03,3.86,0.0
20190125:0610,0.0,0.0,0.0,10.91,3.72,0.0
20190125:0710,0.0,0.0,0.0,11.61,3.72,0.0
20190125:0810,239.4,302.89,8.93,11.96,3.52,0.0
20190125:0910,447.73,542.23,18.16,13.8,2.97,0.0
20190125:1010,594.42,721.62,25.67,15.8,4.34,0.0
20190125:1110,688.13,846.89,30.76,17.47,4.76,0.0
20190125:1210,706.59,878.37,32.77,18.68,4.62,0.0
20190125:1310,696.99,867.6,31.36,20.05,5.1,0.0
20190125:1410,597.97,740.09,26.76,20.09,4.69,0.0
20190125:1510,472.15,583.89,19.62,19.87,4.07,0.0
20190125:1610,268.79,346.57,10.65,19.41,2.62,0.0
20190125:1710,0.0,0.0,0.0,17.77,1.1,0.0
20190125:1810,0.0,0.0,0.0,16.13,0.69,0.0
20190125:1910,0.0,0.0,0.0,14.31,1.72,0.0
20190125:2010,0.0,0.0,0.0,12.02,2.21,0.0
20190125:2110,0.0,0.0,0.0,11.11,2.48,0.0
20190125:2210,0.0,0.0,0.0,10.46,2.48,0.0
20190125:2310,0.0,0.0,0.0,10.05,2.55,0.0
20190126:0010,0.0,0.0,0.0,9.73,2.76,0.0
20190126:0110,0.0,0.0,0.0,9.48,2.76,0.0
20190126:0210,0.0,0.0,0.0,8.9,2.55,0.0
20190126:0310,0.0,0.0,0.0,7.91,2.28,0.0
20190126:0410,0.0,0.0,0.0,6.87,2.14,0.0
20190126:0510,0.0,0.0,0.0,6.01,2.07,0.0
20190126:0610,0.0,0.0,0.0,5.33,2.0,0.0
20190126:0710,0.0,0.0,0.0,4.83,2.0,0.0
20190126:0810,242.01,298.27,9.07,4.93,1.72,0.0
20190126:0910,448.07,538.54,18.33,9.2,1.31,0.0
20190126:1010,575.9,714.24,25.87,13.46,1.17,0.0
20190126:1110,651.31,824.43,30.99,15.64,1.38,0.0
20190126:1210,665.41,839.98,33.02,16.87,2.14,0.0
20190126:1310,680.5,859.44,31.61,17.69,2.48,0.0
20190126:1410,587.85,733.81,27.01,18.15,2.62,0.0
20190126:1510,477.88,592.68,19.86,18.2,2.62,0.0
20190126:1610,289.99,370.34,10.87,17.75,2.48,0.0
20190126:1710,0.0,0.0,0.0,16.4,2.14,0.0
20190126:1810,0.0,0.0,0.0,14.37,2.0,0.0
20190126:1910,0.0,0.0,0.0,12.63,1.66,0.0
20190126:2010,0.0,0.0,0.0,10.94,1.66,0.0
20190126:2110,0.0,0.0,0.0,9.5,1.72,0.0
20190126:2210,0.0,0.0,0.0,8.3,1.79,0.0
20190126:2310,0.0,0.0,0.0,6.96,1.93,0.0
20190127:0010,0.0,0.0,0.0,6.0,2.0,0.0
20190127:0110,0.0,0.0,0.0,5.66,2.21,0.0
20190127:0210,0.0,0.0,0.0,5.82,2.48,0.0
20190127:0310,0.0,0.0,0.0,6.19,2.69,0.0
20190127:0410,0.0,0.0,0.0,6.63,2.83,0.0
20190127:0510,0.0,0.0,0.0,6.81,2.83,0.0
20190127:0610,0.0,0.0,0.0,7.16,3.17,0.0
20190127:0710,0.0,0.0,0.0,7.63,3.31,0.0
20190127:0810,261.89,325.03,9.21,8.55,3.52,0.0
20190127:0910,451.57,540.12,18.5,11.52,3.24,0.0
20190127:1010,609.11,736.08,26.07,14.88,4.55,0.0
20190127:1110,702.95,856.46,31.22,16.91,6.0,0.0
20190127:1210,554.18,670.79,33.27,17.7,6.83,0.0
20190127:1310,720.67,878.2,31.87,17.77,6.9,0.0
20190127:1410,594.62,718.25,27.27,17.68,6.97,0.0
20190127:1510,494.98,597.35,20.1,17.39,6.76,0.0
20190127:1610,300.47,376.24,11.09,16.73,6.21,0.0
20190127:1710,0.0,0.0,0.0,15.65,5.24,0.0
20190127:1810,0.0,0.0,0.0,14.41,5.03,0.0
20190127:1910,0.0,0.0,0.0,14.56,4.14,0.0
20190127:2010,0.0,0.0,0.0,13.94,3.86,0.0
20190127:2110,0.0,0.0,0.0,13.16,3.59,0.0
20190127:2210,0.0,0.0,0.0,12.19,2.97,0.0
20190127:2310,0.0,0.0,0.0,11.32,2.83,0.0
20190128:0010,0.0,0.0,0.0,10.46,2.97,0.0
20190128:0110,0.0,0.0,0.0,9.95,3.24,0.0
20190128:0210,0.0,0.0,0.0,9.66,3.52,0.0
20190128:0310,0.0,0.0,0.0,9.4,3.72,0.0
20190128:0410,0.0,0.0,0.0,9.37,4.07,0.0
20190128:0510,0.0,0.0,0.0,8.86,4.21,0.0
20190128:0610,0.0,0.0,0.0,8.51,4.48,0.0
20190128:0710,0.0,0.0,0.0,8.49,4.55,0.0
20190128:0810,223.71,278.44,9.36,9.15,5.52,0.0
20190128:0910,461.99,544.51,18.68,10.89,5.52,0.0
20190128:1010,513.99,607.63,26.28,12.96,6.34,0.0
20190128:1110,630.68,755.61,31.46,14.91,6.55,0.0
20190128:1210,404.72,488.04,33.53,16.48,6.97,0.0
20190128:1310,522.6,630.26,32.14,17.41,7.17,0.0
20190128:1410,673.2,815.03,27.52,17.49,6.97,0.0
20190128:1510,536.15,647.64,20.34,17.42,6.62,0.0
20190128:1610,290.09,363.56,11.32,16.82,6.07,0.0
20190128:1710,0.0,0.0,0.0,15.72,4.9,0.0
20190128:1810,0.0,0.0,0.0,14.53,4.62,0.0
20190128:1910,0.0,0.0,0.0,15.15,4.28,0.0
20190128:2010,0.0,0.0,0.0,14.46,4.0,0.0
20190128:2110,0.0,0.0,0.0,13.8,3.79,0.0
20190128:2210,0.0,0.0,0.0,13.18,3.59,0.0
20190128:2310,0.0,0.0,0.0,12.49,3.17,0.0
20190129:0010,0.0,0.0,0.0,11.78,3.03,0.0
20190129:0110,0.0,0.0,0.0,11.05,3.1,0.0
20190129:0210,0.0,0.0,0.0,10.54,3.31,0.0
20190129:0310,0.0,0.0,0.0,10.16,3.52,0.0
20190129:0410,0.0,0.0,0.0,9.94,3.86,0.0
20190129:0510,0.0,0.0,0.0,9.78,4.07,0.0
20190129:0610,0.0,0.0,0.0,9.61,4.14,0.0
20190129:0710,0.0,0.0,0.0,9.29,3.24,0.0
20190129:0810,96.28,129.99,9.52,9.6,3.31,0.0
20190129:0910,471.22,560.73,18.86,11.29,3.86,0.0
20190129:1010,565.69,675.8,26.5,12.87,4.41,0.0
20190129:1110,110.75,147.57,31.71,14.41,4.34,0.0
20190129:1210,38.15,61.49,33.79,15.92,4.28,0.0
20190129:1310,446.67,543.99,32.41,16.84,4.28,0.0
20190129:1410,502.34,611.14,27.79,17.1,4.48,0.0
20190129:1510,448.26,542.82,20.59,17.59,6.07,0.0
20190129:1610,88.75,123.33,11.54,16.76,6.41,0.0
20190129:1710,0.0,0.0,0.0,15.93,5.66,0.0
20190129:1810,0.0,0.0,0.0,14.63,5.31,0.0
20190129:1910,0.0,0.0,0.0,14.24,4.97,0.0
20190129:2010,0.0,0.0,0.0,13.69,4.97,0.0
20190129:2110,0.0,0.0,0.0,13.32,4.69,0.0
20190129:2210,0.0,0.0,0.0,13.16,4.41,0.0
20190129:2310,0.0,0.0,0.0,12.95,4.07,0.0
20190130:0010,0.0,0.0,0.0,12.68,3.45,0.0
20190130:0110,0.0,0.0,0.0,12.29,2.97,0.0
20190130:0210,0.0,0.0,0.0,12.02,2.62,0.0
20190130:0310,0.0,0.0,0.0,11.72,2.41,0.0
20190130:0410,0.0,0.0,0.0,11.61,2.55,0.0
20190130:0510,0.0,0.0,0.0,11.24,3.1,0.0
20190130:0610,0.0,0.0,0.0,10.92,3.17,0.0
20190130:0710,0.0,0.0,0.0,11.16,2.0,0.0
20190130:0810,150.93,195.83,9.68,11.14,2.55,0.0
20190130:0910,359.46,430.44,19.05,11.35,3.03,0.0
20190130:1010,275.93,333.56,26.72,12.55,4.41,0.0
20190130:1110,557.4,667.41,31.96,13.45,4.76,0.0
20190130:1210,686.58,832.12,34.07,14.54,5.03,0.0
20190130:1310,706.86,859.24,32.68,15.32,5.24,0.0
20190130:1410,609.48,735.57,28.05,15.8,5.45,0.0
20190130:1510,494.38,596.11,20.84,16.24,5.52,0.0
20190130:1610,241.54,304.58,11.77,16.35,5.1,0.0
20190130:1710,0.0,0.0,0.0,15.76,3.66,0.0
20190130:1810,0.0,0.0,0.0,14.28,2.97,0.0
20190130:1910,0.0,0.0,0.0,13.34,2.62,0.0
20190130:2010,0.0,0.0,0.0,12.36,2.41,0.0
20190130:2110,0.0,0.0,0.0,12.1,2.41,0.0
20190130:2210,0.0,0.0,0.0,12.01,2.48,0.0
20190130:2310,0.0,0.0,0.0,11.76,2.48,0.0
20190131:0010,0.0,0.0,0.0,11.46,2.41,0.0
20190131:0110,0.0,0.0,0.0,11.28,2.41,0.0
20190131:0210,0.0,0.0,0.0,11.31,2.83,0.0
20190131:0310,0.0,0.0,0.0,11.31,2.28,0.0
20190131:0410,0.0,0.0,0.0,11.28,2.07,0.0
20190131:0510,0.0,0.0,0.0,11.15,2.07,0.0
20190131:0610,0.0,0.0,0.0,11.47,2.14,0.0
20190131:0710,0.0,0.0,0.0,11.83,2.48,0.0
20190131:0810,150.57,196.11,9.85,12.0,2.55,0.0
20190131:0910,55.39,82.3,19.25,14.28,2.76,0.0
20190131:1010,156.14,201.2,26.94,16.13,4.07,0.0
20190131:1110,608.49,743.18,32.21,16.54,4.41,0.0
20190131:1210,179.8,229.48,34.34,16.64,4.41,0.0
20190131:1310,343.2,420.07,32.96,17.41,4.97,0.0
20190131:1410,552.31,672.22,28.32,18.51,5.86,0.0
20190131:1510,481.65,586.0,21.09,18.95,6.34,0.0
20190131:1610,280.74,354.43,12.01,18.72,6.41,0.0
20190131:1710,0.0,0.0,0.0,17.53,5.38,0.0
20190131:1810,0.0,0.0,0.0,16.15,4.55,0.0
20190131:1910,0.0,0.0,0.0,16.31,3.52,0.0
20190131:2010,0.0,0.0,0.0,15.5,3.1,0.0
20190131:2110,0.0,0.0,0.0,14.72,2.97,0.0
20190131:2210,0.0,0.0,0.0,14.39,2.97,0.0
20190131:2310,0.0,0.0,0.0,13.88,2.97,0.0
20190201:0010,0.0,0.0,0.0,13.47,3.17,0.0
20190201:0110,0.0,0.0,0.0,13.46,3.45,0.0
20190201:0210,0.0,0.0,0.0,13.26,3.52,0.0
20190201:0310,0.0,0.0,0.0,12.86,3.52,0.0
20190201:0410,0.0,0.0,0.0,12.55,3.79,0.0
20190201:0510,0.0,0.0,0.0,12.3,4.0,0.0
20190201:0610,0.0,0.0,0.0,12.22,4.28,0.0
20190201:0710,0.0,0.0,0.0,12.45,4.76,0.0
20190201:0810,80.78,112.85,10.02,12.9,5.52,0.0
20190201:0910,272.42,330.58,19.45,13.43,4.69,0.0
20190201:1010,296.11,360.46,27.17,14.66,4.07,0.0
20190201:1110,305.1,375.33,32.48,16.48,3.72,0.0
20190201:1210,538.65,659.14,34.62,17.47,4.48,0.0
20190201:1310,656.73,804.93,33.25,18.05,5.59,0.0
20190201:1410,588.07,711.35,28.59,17.46,6.41,0.0
20190201:1510,427.7,515.24,21.34,16.64,6.41,0.0
20190201:1610,280.84,350.29,12.24,15.93,5.72,0.0
20190201:1710,0.0,0.0,0.0,14.95,4.55,0.0
20190201:1810,0.0,0.0,0.0,13.63,4.21,0.0
20190201:1910,0.0,0.0,0.0,13.0,4.41,0.0
20190201:2010,0.0,0.0,0.0,12.34,4.69,0.0
20190201:2110,0.0,0.0,0.0,11.59,4.69,0.0
20190201:2210,0.0,0.0,0.0,10.97,4.9,0.0
20190201:2310,0.0,0.0,0.0,10.46,5.31,0.0
20190202:0010,0.0,0.0,0.0,9.93,5.72,0.0
20190202:0110,0.0,0.0,0.0,9.62,6.14,0.0
20190202:0210,0.0,0.0,0.0,9.4,6.55,0.0
20190202:0310,0.0,0.0,0.0,9.18,6.76,0.0
20190202:0410,0.0,0.0,0.0,8.94,6.9,0.0
20190202:0510,0.0,0.0,0.0,8.71,6.9,0.0
20190202:0610,0.0,0.0,0.0,8.49,6.97,0.0
20190202:0710,0.0,0.0,0.0,8.7,7.1,0.0
20190202:0810,241.27,297.66,10.2,8.92,6.69,0.0
20190202:0910,342.98,403.11,19.65,9.65,6.48,0.0
20190202:1010,632.65,738.11,27.41,10.76,7.66,0.0
20190202:1110,722.7,852.39,32.74,11.9,7.72,0.0
20190202:1210,747.02,887.56,34.91,13.02,7.86,0.0
20190202:1310,651.66,773.27,33.54,13.75,7.79,0.0
20190202:1410,415.45,493.17,28.87,14.14,7.79,0.0
20190202:1510,459.34,544.27,21.59,14.05,7.66,0.0
20190202:1610,157.47,201.25,12.47,13.48,7.03,0.0
20190202:1710,0.0,0.0,0.0,12.61,5.93,0.0
20190202:1810,0.0,0.0,0.0,11.45,5.66,0.0
20190202:1910,0.0,0.0,0.0,10.72,6.14,0.0
20190202:2010,0.0,0.0,0.0,10.09,5.86,0.0
20190202:2110,0.0,0.0,0.0,9.48,5.93,0.0
20190202:2210,0.0,0.0,0.0,8.9,6.07,0.0
20190202:2310,0.0,0.0,0.0,8.38,6.07,0.0
20190203:0010,0.0,0.0,0.0,7.89,5.93,0.0
20190203:0110,0.0,0.0,0.0,7.39,6.0,0.0
20190203:0210,0.0,0.0,0.0,6.99,6.14,0.0
20190203:0310,0.0,0.0,0.0,6.69,6.41,0.0
20190203:0410,0.0,0.0,0.0,6.46,6.55,0.0
20190203:0510,0.0,0.0,0.0,6.23,6.48,0.0
20190203:0610,0.0,0.0,0.0,6.01,6.21,0.0
20190203:0710,0.0,0.0,0.0,6.29,6.48,0.0
20190203:0810,247.46,301.63,10.39,6.58,6.41,0.0
20190203:0910,451.69,522.09,19.86,7.7,6.9,0.0
20190203:1010,619.4,716.12,27.65,9.1,8.0,0.0
20190203:1110,702.07,820.45,33.01,10.45,8.14,0.0
20190203:1210,721.23,851.84,35.2,11.9,7.79,0.0
20190203:1310,723.75,860.77,33.83,12.94,7.31,0.0
20190203:1410,653.32,777.62,29.15,13.77,6.83,0.0
20190203:1510,525.29,625.4,21.85,14.21,6.48,0.0
20190203:1610,310.84,381.87,12.71,13.81,6.0,0.0
20190203:1710,0.0,0.0,0.0,12.84,4.9,0.0
20190203:1810,0.0,0.0,0.0,11.48,4.62,0.0
20190203:1910,0.0,0.0,0.0,10.57,4.21,0.0
20190203:2010,0.0,0.0,0.0,9.71,3.93,0.0
20190203:2110,0.0,0.0,0.0,8.9,3.59,0.0
20190203:2210,0.0,0.0,0.0,8.16,3.45,0.0
20190203:2310,0.0,0.0,0.0,7.47,3.17,0.0
20190204:0010,0.0,0.0,0.0,6.8,3.03,0.0
20190204:0110,0.0,0.0,0.0,5.98,2.9,0.0
20190204:0210,0.0,0.0,0.0,5.29,2.76,0.0
20190204:0310,0.0,0.0,0.0,4.65,2.83,0.0
20190204:0410,0.0,0.0,0.0,4.29,3.1,0.0
20190204:0510,0.0,0.0,0.0,4.22,3.45,0.0
20190204:0610,0.0,0.0,0.0,3.98,2.9,0.0
20190204:0710,0.0,0.0,0.0,3.54,2.62,0.0
20190204:0810,248.27,302.07,10.58,3.85,2.41,0.0
20190204:0910,471.32,553.87,20.08,6.52,2.48,0.0
20190204:1010,630.75,755.58,27.9,9.2,2.69,0.0
20190204:1110,706.37,879.38,33.29,11.4,1.59,0.0
20190204:1210,743.71,946.95,35.5,13.15,1.31,0.0
20190204:1310,711.22,913.35,34.13,14.51,0.97,0.0
20190204:1410,653.42,838.05,29.43,15.51,0.69,0.0
20190204:1510,493.68,622.31,22.11,16.01,0.48,0.0
20190204:1610,307.37,390.91,12.95,15.92,0.76,0.0
20190204:1710,1.58,9.46,2.56,14.65,1.72,0.0
20190204:1810,0.0,0.0,0.0,12.42,1.72,0.0
20190204:1910,0.0,0.0,0.0,11.05,1.31,0.0
20190204:2010,0.0,0.0,0.0,11.49,0.62,0.0
20190204:2110,0.0,0.0,0.0,10.86,0.21,0.0
20190204:2210,0.0,0.0,0.0,9.58,1.03,0.0
20190204:2310,0.0,0.0,0.0,5.84,1.72,0.0
20190205:0010,0.0,0.0,0.0,4.34,1.93,0.0
20190205:0110,0.0,0.0,0.0,3.78,2.07,0.0
20190205:0210,0.0,0.0,0.0,3.59,2.14,0.0
20190205:0310,0.0,0.0,0.0,3.55,2.14,0.0
20190205:0410,0.0,0.0,0.0,3.4,2.21,0.0
20190205:0510,0.0,0.0,0.0,3.3,2.21,0.0
20190205:0610,0.0,0.0,0.0,3.3,2.14,0.0
20190205:0710,0.0,0.0,0.0,3.26,2.28,0.0
20190205:0810,253.15,308.83,10.77,4.19,2.0,0.0
20190205:0910,460.09,548.67,20.3,8.27,1.66,0.0
20190205:1010,606.62,750.33,28.16,12.76,1.38,0.0
20190205:1110,683.02,874.43,33.57,15.67,1.1,0.0
20190205:1210,711.35,933.88,35.8,17.53,0.76,0.0
20190205:1310,691.73,916.53,34.43,18.71,0.48,0.0
20190205:1410,582.73,755.31,29.71,19.5,0.62,0.0
20190205:1510,482.49,617.22,22.37,19.89,0.69,0.0
20190205:1610,294.36,382.5,13.18,19.78,0.41,0.0
20190205:1710,3.65,14.51,2.77,18.66,0.97,0.0
20190205:1810,0.0,0.0,0.0,16.15,1.03,0.0
20190205:1910,0.0,0.0,0.0,14.51,0.97,0.0
20190205:2010,0.0,0.0,0.0,14.16,0.69,0.0
20190205:2110,0.0,0.0,0.0,13.17,0.9,0.0
20190205:2210,0.0,0.0,0.0,10.82,1.31,0.0
20190205:2310,0.0,0.0,0.0,8.56,1.59,0.0
20190206:0010,0.0,0.0,0.0,6.92,1.86,0.0
20190206:0110,0.0,0.0,0.0,5.95,1.93,0.0
20190206:0210,0.0,0.0,0.0,5.41,2.0,0.0
20190206:0310,0.0,0.0,0.0,5.06,2.07,0.0
20190206:0410,0.0,0.0,0.0,4.83,2.07,0.0
20190206:0510,0.0,0.0,0.0,4.7,2.07,0.0
20190206:0610,0.0,0.0,0.0,4.62,2.14,0.0
20190206:0710,0.0,0.0,0.0,4.54,2.07,0.0
20190206:0810,246.76,303.13,10.97,5.31,1.72,0.0
20190206:0910,451.21,545.53,20.53,10.34,1.24,0.0
20190206:1010,596.5,752.06,28.42,15.11,0.9,0.0
20190206:1110,668.34,869.53,33.86,17.69,0.76,0.0
20190206:1210,709.56,935.59,36.1,19.3,0.97,0.0
20190206:1310,696.12,911.48,34.73,20.3,1.38,0.0
20190206:1410,597.02,764.08,30.0,20.78,1.86,0.0
20190206:1510,488.19,613.72,22.64,20.69,2.48,0.0
20190206:1610,301.51,384.56,13.42,19.74,3.03,0.0
20190206:1710,4.6,16.09,2.99,17.97,2.76,0.0
20190206:1810,0.0,0.0,0.0,15.71,1.93,0.0
20190206:1910,0.0,0.0,0.0,13.8,1.17,0.0
20190206:2010,0.0,0.0,0.0,13.84,0.41,0.0
20190206:2110,0.0,0.0,0.0,13.23,0.76,0.0
20190206:2210,0.0,0.0,0.0,11.07,1.17,0.0
